image,iden_precision_acc,iden_recall_acc,idiv_precision_acc,idiv_recall_acc,random_precision_acc,random_recall_acc
000000039956.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000041633.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000041635.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000041872.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000042276.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000042296.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000042889.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000043581.jpg,1.0,1.0,1.0,0.5,0.0,0.0
000000044068.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000045728.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000046031.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000046378.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000046804.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000047769.jpg,0.5,0.5,0.5,0.5,0.0,0.0
000000048924.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000049269.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000049810.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000050828.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000050844.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000051008.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000051309.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000051326.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000051738.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000052462.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000052565.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000053994.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000054123.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000055072.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000056288.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000056344.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000056545.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000057027.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000057238.jpg,1.0,0.5,1.0,0.5,0.0,0.0
000000058111.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000059386.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000059920.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000060449.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000060770.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000060835.jpg,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
000000061108.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000061471.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000063552.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000063602.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000064359.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000064495.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000064499.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000065074.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000065485.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000066523.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000066561.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000066635.jpg,1.0,0.5,1.0,0.5,0.0,0.0
000000066817.jpg,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0
000000066841.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000066926.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000067896.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000068286.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000068765.jpg,0.25,0.5,0.0,0.0,0.0,0.0
000000068933.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000069106.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000069138.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000069795.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000070158.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000070774.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000071226.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000071451.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000071756.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000072813.jpg,0.5,0.3333333333333333,0.0,0.0,0.0,0.0
000000073118.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000073326.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000075393.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000075456.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000076417.jpg,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
000000076731.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000077396.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000077595.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000078420.jpg,0.25,0.3333333333333333,0.0,0.0,0.0,0.0
000000078426.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000078823.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000079034.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000079188.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000079408.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000079565.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000080057.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000080274.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000080413.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000080666.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000080949.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000081061.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000081766.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000082180.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000082765.jpg,0.0,0.0,1.0,0.5,0.0,0.0
000000082807.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000082846.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000083113.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000084431.jpg,1.0,0.5,0.5,0.5,0.0,0.0
000000084650.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000084664.jpg,1.0,0.5,1.0,0.5,0.0,0.0
000000084752.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000085195.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000085478.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000085576.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000085665.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000085823.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000085911.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000087875.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000088040.jpg,0.3333333333333333,1.0,1.0,1.0,0.0,0.0
000000088250.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000088265.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000088269.jpg,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
000000088432.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000088462.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000089045.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000089271.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000089556.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000089670.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000089761.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000089880.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000090003.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000090062.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000090208.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000090631.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000091654.jpg,0.0,0.0,0.5,0.3333333333333333,0.0,0.0
000000091779.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000091921.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000092177.jpg,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
000000092839.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000093965.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000094852.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000095707.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000095786.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000095843.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000095899.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000096001.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000096549.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000096960.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000097230.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000097994.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000098261.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000098520.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000098633.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000098839.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000099428.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000100283.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000100489.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000100582.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000101420.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000101762.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000101780.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000102644.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000102707.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000104119.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000104198.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000104455.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000104619.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000104782.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000104803.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000106048.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000106235.jpg,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
000000106266.jpg,0.3333333333333333,1.0,0.5,1.0,0.0,0.0
000000106330.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000106389.jpg,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
000000107087.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000107554.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000108244.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000108864.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000109055.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000109798.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000109827.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000109916.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000109976.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000110211.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000110359.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000110638.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000110972.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000111036.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000112626.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000112634.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000112798.jpg,0.3333333333333333,0.5,0.0,0.0,0.0,0.0
000000113051.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000113354.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000113403.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000114770.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000115885.jpg,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0
000000116206.jpg,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
000000116479.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000116589.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000116825.jpg,0.5,0.3333333333333333,0.0,0.0,0.0,0.0
000000118209.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000118515.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000118594.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000119233.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000119677.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000119828.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000120777.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000120853.jpg,0.0,0.0,1.0,0.25,0.0,0.0
000000121506.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000122745.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000122927.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000122969.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000123131.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000123585.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000124636.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000124975.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000125211.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000125405.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000125778.jpg,0.0,0.0,1.0,0.5,0.0,0.0
000000125806.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000125850.jpg,0.5,0.5,0.0,0.0,0.0,0.0
000000125952.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000126592.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000127476.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000127494.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000127955.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000127987.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000128051.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000129113.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000130613.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000131131.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000131273.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000131379.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000131386.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000132329.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000132622.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000133631.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000133778.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000134112.jpg,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
000000134689.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000135670.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000135872.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000136466.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000136600.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000137576.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000137950.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000138241.jpg,0.0,0.0,1.0,0.5,0.0,0.0
000000138492.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000138550.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000138856.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000139684.jpg,1.0,0.5,1.0,1.0,0.0,0.0
000000139871.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000140076.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000140439.jpg,0.6666666666666666,1.0,1.0,1.0,0.0,0.0
000000140929.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000141597.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000142092.jpg,1.0,1.0,0.5,1.0,0.0,0.0
000000144798.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000145591.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000145781.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000146363.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000146489.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000147205.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000147223.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000147338.jpg,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
000000147745.jpg,0.5,1.0,1.0,1.0,0.0,0.0
000000148620.jpg,1.0,0.5,1.0,0.5,0.0,0.0
000000148730.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000148783.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000149406.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000149622.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000150726.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000150930.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000151516.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000151662.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000152465.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000152870.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000153217.jpg,1.0,0.5,0.0,0.0,0.0,0.0
000000153299.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000153343.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000153568.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000153632.jpg,0.3333333333333333,0.5,1.0,0.5,0.0,0.0
000000154000.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000154213.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000154339.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000154431.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000154947.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000155051.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000155179.jpg,1.0,0.5,1.0,0.5,0.0,0.0
000000155291.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000155571.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000156372.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000157098.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000157138.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000157213.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000157418.jpg,0.0,0.0,0.3333333333333333,0.25,0.0,0.0
000000159112.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000159282.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000159311.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000159458.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000159977.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000160666.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000161008.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000161642.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000162130.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000162366.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000163155.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000163290.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000163611.jpg,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0
000000164115.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000164363.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000164969.jpg,0.5,1.0,0.0,0.0,0.0,0.0
000000165336.jpg,0.0,0.0,1.0,1.0,0.0,0.0
000000165713.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000166166.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000166259.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000166277.jpg,0.3333333333333333,0.5,0.0,0.0,0.0,0.0
000000166426.jpg,0.5,1.0,1.0,0.5,0.0,0.0
000000166521.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000166563.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000166642.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000166664.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000167128.jpg,1.0,1.0,0.0,0.0,0.0,0.0
000000167159.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000167240.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000167353.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000167540.jpg,1.0,1.0,1.0,1.0,0.0,0.0
000000167902.jpg,0.0,0.0,0.0,0.0,0.0,0.0
000000168593.jpg,1.0,0.5,0.0,0.0,0.0,0.0
